position,name,type,varlab
362,aQuint5Mx_5,float,Attain grade 5:Ages 15-19:Richest quintile Male
363,aQuint1Fx_5,float,Attain grade 5:Ages 15-19:Poorest quintile Female
364,aQuint2Fx_5,float,Attain grade 5:Ages 15-19:Quintile 2 Female
365,aQuint3Fx_5,float,Attain grade 5:Ages 15-19:Quintile 3 Female
366,aQuint4Fx_5,float,Attain grade 5:Ages 15-19:Quintile 4 Female
367,aQuint5Fx_5,float,Attain grade 5:Ages 15-19:Richest quintile Female
368,aQuint12x_5,float,Attain grade 5:Ages 15-19:Quintiles 1&2
369,aQuint34x_5,float,Attain grade 5:Ages 15-19:Quintiles 3&4
370,aQuint12Mx_5,float,Attain grade 5:Ages 15-19:Quintiles 1&2 Male
371,aQuint34Mx_5,float,Attain grade 5:Ages 15-19:Quintiles 3&4 Male
372,aQuint12Fx_5,float,Attain grade 5:Ages 15-19:Quintiles 1&2 Female
373,aQuint34Fx_5,float,Attain grade 5:Ages 15-19:Quintiles 3&4 Female
374,aQuint12U_5,float,Attain grade 5: Ages 15-19: Quintiles 1&2 Urban
375,aQuint34U_5,float,Attain grade 5: Ages 15-19: Quintiles 3&4 Urban
376,aQuint12R_5,float,Attain grade 5: Ages 15-19: Quintiles 1&2 Rural
377,aQuint34R_5,float,Attain grade 5: Ages 15-19: Quintiles 3&4 Rural
378,aQuint12Ux_5,float,Attain grade 5: Ages 15-19: Quintiles 1&2 Urban
379,aQuint34Ux_5,float,Attain grade 5: Ages 15-19: Quintiles 3&4 Urban
380,aQuint12Rx_5,float,Attain grade 5: Ages 15-19: Quintiles 1&2 Rural
381,aQuint34Rx_5,float,Attain grade 5: Ages 15-19: Quintiles 3&4 Rural
382,aQuint1U_5,float,Attain grade 5: Ages 15-19: Quintile 1 Urban
383,aQuint2U_5,float,Attain grade 5: Ages 15-19: Quintile 2 Urban
384,aQuint3U_5,float,Attain grade 5: Ages 15-19: Quintile 3 Urban
385,aQuint4U_5,float,Attain grade 5: Ages 15-19: Quintile 4 Urban
386,aQuint5U_5,float,Attain grade 5: Ages 15-19: Quintile 5 Urban
387,aQuint1R_5,float,Attain grade 5: Ages 15-19: Quintile 1 Rural
388,aQuint2R_5,float,Attain grade 5: Ages 15-19: Quintile 2 Rural
389,aQuint3R_5,float,Attain grade 5: Ages 15-19: Quintile 3 Rural
390,aQuint4R_5,float,Attain grade 5: Ages 15-19: Quintile 4 Rural
391,aQuint5R_5,float,Attain grade 5: Ages 15-19: Quintile 5 Rural
392,aQuint1Ux_5,float,Attain grade 5: Ages 15-19: Quintile 1 Urban
393,aQuint2Ux_5,float,Attain grade 5: Ages 15-19: Quintile 2 Urban
394,aQuint3Ux_5,float,Attain grade 5: Ages 15-19: Quintile 3 Urban
395,aQuint4Ux_5,float,Attain grade 5: Ages 15-19: Quintile 4 Urban
396,aQuint5Ux_5,float,Attain grade 5: Ages 15-19: Quintile 5 Urban
397,aQuint1Rx_5,float,Attain grade 5: Ages 15-19: Quintile 1 Rural
398,aQuint2Rx_5,float,Attain grade 5: Ages 15-19: Quintile 2 Rural
399,aQuint3Rx_5,float,Attain grade 5: Ages 15-19: Quintile 3 Rural
400,aQuint4Rx_5,float,Attain grade 5: Ages 15-19: Quintile 4 Rural
401,aQuint5Rx_5,float,Attain grade 5: Ages 15-19: Quintile 5 Rural
402,aAll_6,float,Attain grade 6:Ages 15-19:All
403,aUrban_6,float,Attain grade 6:Ages 15-19:Urban
404,aRural_6,float,Attain grade 6:Ages 15-19:Rural
405,aMale_6,float,Attain grade 6:Ages 15-19:Male
406,aFemale_6,float,Attain grade 6:Ages 15-19:Female
407,aMalUrb_6,float,Attain grade 6:Ages 15-19:Male Urban
408,aMalRur_6,float,Attain grade 6:Ages 15-19:Male Rural
409,aFemUrb_6,float,Attain grade 6:Ages 15-19:Female Urban
410,aFemRur_6,float,Attain grade 6:Ages 15-19:Female Rural
411,aQuint1_6,float,Attain grade 6:Ages 15-19:Poorest quintile
412,aQuint2_6,float,Attain grade 6:Ages 15-19:Quintile 2
413,aQuint3_6,float,Attain grade 6:Ages 15-19:Quintile 3
414,aQuint4_6,float,Attain grade 6:Ages 15-19:Quintile 4
415,aQuint5_6,float,Attain grade 6:Ages 15-19:Richest quintile
416,aQuint1M_6,float,Attain grade 6:Ages 15-19:Poorest quintile Male
417,aQuint2M_6,float,Attain grade 6:Ages 15-19:Quintile 2 Male
418,aQuint3M_6,float,Attain grade 6:Ages 15-19:Quintile 3 Male
419,aQuint4M_6,float,Attain grade 6:Ages 15-19:Quintile 4 Male
420,aQuint5M_6,float,Attain grade 6:Ages 15-19:Richest quintile Male
421,aQuint1F_6,float,Attain grade 6:Ages 15-19:Poorest quintile Female
422,aQuint2F_6,float,Attain grade 6:Ages 15-19:Quintile 2 Female
423,aQuint3F_6,float,Attain grade 6:Ages 15-19:Quintile 3 Female
424,aQuint4F_6,float,Attain grade 6:Ages 15-19:Quintile 4 Female
425,aQuint5F_6,float,Attain grade 6:Ages 15-19:Richest quintile Female
426,aQuint12_6,float,Attain grade 6:Ages 15-19:Quintiles 1&2
427,aQuint34_6,float,Attain grade 6:Ages 15-19:Quintiles 3&4
428,aQuint12M_6,float,Attain grade 6:Ages 15-19:Quintiles 1&2 Male
429,aQuint34M_6,float,Attain grade 6:Ages 15-19:Quintiles 3&4 Male
430,aQuint12F_6,float,Attain grade 6:Ages 15-19:Quintiles 1&2 Female
431,aQuint34F_6,float,Attain grade 6:Ages 15-19:Quintiles 3&4 Female
432,aQuint1x_6,float,Attain grade 6:Ages 15-19:Poorest quintile
433,aQuint2x_6,float,Attain grade 6:Ages 15-19:Quintile 2
434,aQuint3x_6,float,Attain grade 6:Ages 15-19:Quintile 3
435,aQuint4x_6,float,Attain grade 6:Ages 15-19:Quintile 4
436,aQuint5x_6,float,Attain grade 6:Ages 15-19:Richest quintile
437,aQuint1Mx_6,float,Attain grade 6:Ages 15-19:Poorest quintile Male
438,aQuint2Mx_6,float,Attain grade 6:Ages 15-19:Quintile 2 Male
439,aQuint3Mx_6,float,Attain grade 6:Ages 15-19:Quintile 3 Male
440,aQuint4Mx_6,float,Attain grade 6:Ages 15-19:Quintile 4 Male
441,aQuint5Mx_6,float,Attain grade 6:Ages 15-19:Richest quintile Male
442,aQuint1Fx_6,float,Attain grade 6:Ages 15-19:Poorest quintile Female
443,aQuint2Fx_6,float,Attain grade 6:Ages 15-19:Quintile 2 Female
444,aQuint3Fx_6,float,Attain grade 6:Ages 15-19:Quintile 3 Female
445,aQuint4Fx_6,float,Attain grade 6:Ages 15-19:Quintile 4 Female
446,aQuint5Fx_6,float,Attain grade 6:Ages 15-19:Richest quintile Female
447,aQuint12x_6,float,Attain grade 6:Ages 15-19:Quintiles 1&2
448,aQuint34x_6,float,Attain grade 6:Ages 15-19:Quintiles 3&4
449,aQuint12Mx_6,float,Attain grade 6:Ages 15-19:Quintiles 1&2 Male
450,aQuint34Mx_6,float,Attain grade 6:Ages 15-19:Quintiles 3&4 Male
451,aQuint12Fx_6,float,Attain grade 6:Ages 15-19:Quintiles 1&2 Female
452,aQuint34Fx_6,float,Attain grade 6:Ages 15-19:Quintiles 3&4 Female
453,aQuint12U_6,float,Attain grade 6: Ages 15-19: Quintiles 1&2 Urban
454,aQuint34U_6,float,Attain grade 6: Ages 15-19: Quintiles 3&4 Urban
455,aQuint12R_6,float,Attain grade 6: Ages 15-19: Quintiles 1&2 Rural
456,aQuint34R_6,float,Attain grade 6: Ages 15-19: Quintiles 3&4 Rural
457,aQuint12Ux_6,float,Attain grade 6: Ages 15-19: Quintiles 1&2 Urban
458,aQuint34Ux_6,float,Attain grade 6: Ages 15-19: Quintiles 3&4 Urban
459,aQuint12Rx_6,float,Attain grade 6: Ages 15-19: Quintiles 1&2 Rural
460,aQuint34Rx_6,float,Attain grade 6: Ages 15-19: Quintiles 3&4 Rural
461,aQuint1U_6,float,Attain grade 6: Ages 15-19: Quintile 1 Urban
462,aQuint2U_6,float,Attain grade 6: Ages 15-19: Quintile 2 Urban
463,aQuint3U_6,float,Attain grade 6: Ages 15-19: Quintile 3 Urban
464,aQuint4U_6,float,Attain grade 6: Ages 15-19: Quintile 4 Urban
465,aQuint5U_6,float,Attain grade 6: Ages 15-19: Quintile 5 Urban
466,aQuint1R_6,float,Attain grade 6: Ages 15-19: Quintile 1 Rural
467,aQuint2R_6,float,Attain grade 6: Ages 15-19: Quintile 2 Rural
468,aQuint3R_6,float,Attain grade 6: Ages 15-19: Quintile 3 Rural
469,aQuint4R_6,float,Attain grade 6: Ages 15-19: Quintile 4 Rural
470,aQuint5R_6,float,Attain grade 6: Ages 15-19: Quintile 5 Rural
471,aQuint1Ux_6,float,Attain grade 6: Ages 15-19: Quintile 1 Urban
472,aQuint2Ux_6,float,Attain grade 6: Ages 15-19: Quintile 2 Urban
473,aQuint3Ux_6,float,Attain grade 6: Ages 15-19: Quintile 3 Urban
474,aQuint4Ux_6,float,Attain grade 6: Ages 15-19: Quintile 4 Urban
475,aQuint5Ux_6,float,Attain grade 6: Ages 15-19: Quintile 5 Urban
476,aQuint1Rx_6,float,Attain grade 6: Ages 15-19: Quintile 1 Rural
477,aQuint2Rx_6,float,Attain grade 6: Ages 15-19: Quintile 2 Rural
478,aQuint3Rx_6,float,Attain grade 6: Ages 15-19: Quintile 3 Rural
479,aQuint4Rx_6,float,Attain grade 6: Ages 15-19: Quintile 4 Rural
480,aQuint5Rx_6,float,Attain grade 6: Ages 15-19: Quintile 5 Rural
481,aAll_7,float,Attain grade 7:Ages 15-19:All
482,aUrban_7,float,Attain grade 7:Ages 15-19:Urban
483,aRural_7,float,Attain grade 7:Ages 15-19:Rural
484,aMale_7,float,Attain grade 7:Ages 15-19:Male
485,aFemale_7,float,Attain grade 7:Ages 15-19:Female
486,aMalUrb_7,float,Attain grade 7:Ages 15-19:Male Urban
487,aMalRur_7,float,Attain grade 7:Ages 15-19:Male Rural
488,aFemUrb_7,float,Attain grade 7:Ages 15-19:Female Urban
489,aFemRur_7,float,Attain grade 7:Ages 15-19:Female Rural
490,aQuint1_7,float,Attain grade 7:Ages 15-19:Poorest quintile
491,aQuint2_7,float,Attain grade 7:Ages 15-19:Quintile 2
492,aQuint3_7,float,Attain grade 7:Ages 15-19:Quintile 3
493,aQuint4_7,float,Attain grade 7:Ages 15-19:Quintile 4
494,aQuint5_7,float,Attain grade 7:Ages 15-19:Richest quintile
495,aQuint1M_7,float,Attain grade 7:Ages 15-19:Poorest quintile Male
496,aQuint2M_7,float,Attain grade 7:Ages 15-19:Quintile 2 Male
497,aQuint3M_7,float,Attain grade 7:Ages 15-19:Quintile 3 Male
498,aQuint4M_7,float,Attain grade 7:Ages 15-19:Quintile 4 Male
499,aQuint5M_7,float,Attain grade 7:Ages 15-19:Richest quintile Male
500,aQuint1F_7,float,Attain grade 7:Ages 15-19:Poorest quintile Female
501,aQuint2F_7,float,Attain grade 7:Ages 15-19:Quintile 2 Female
502,aQuint3F_7,float,Attain grade 7:Ages 15-19:Quintile 3 Female
503,aQuint4F_7,float,Attain grade 7:Ages 15-19:Quintile 4 Female
504,aQuint5F_7,float,Attain grade 7:Ages 15-19:Richest quintile Female
505,aQuint12_7,float,Attain grade 7:Ages 15-19:Quintiles 1&2
506,aQuint34_7,float,Attain grade 7:Ages 15-19:Quintiles 3&4
507,aQuint12M_7,float,Attain grade 7:Ages 15-19:Quintiles 1&2 Male
508,aQuint34M_7,float,Attain grade 7:Ages 15-19:Quintiles 3&4 Male
509,aQuint12F_7,float,Attain grade 7:Ages 15-19:Quintiles 1&2 Female
510,aQuint34F_7,float,Attain grade 7:Ages 15-19:Quintiles 3&4 Female
511,aQuint1x_7,float,Attain grade 7:Ages 15-19:Poorest quintile
512,aQuint2x_7,float,Attain grade 7:Ages 15-19:Quintile 2
513,aQuint3x_7,float,Attain grade 7:Ages 15-19:Quintile 3
514,aQuint4x_7,float,Attain grade 7:Ages 15-19:Quintile 4
515,aQuint5x_7,float,Attain grade 7:Ages 15-19:Richest quintile
516,aQuint1Mx_7,float,Attain grade 7:Ages 15-19:Poorest quintile Male
517,aQuint2Mx_7,float,Attain grade 7:Ages 15-19:Quintile 2 Male
518,aQuint3Mx_7,float,Attain grade 7:Ages 15-19:Quintile 3 Male
519,aQuint4Mx_7,float,Attain grade 7:Ages 15-19:Quintile 4 Male
520,aQuint5Mx_7,float,Attain grade 7:Ages 15-19:Richest quintile Male
521,aQuint1Fx_7,float,Attain grade 7:Ages 15-19:Poorest quintile Female
522,aQuint2Fx_7,float,Attain grade 7:Ages 15-19:Quintile 2 Female
523,aQuint3Fx_7,float,Attain grade 7:Ages 15-19:Quintile 3 Female
524,aQuint4Fx_7,float,Attain grade 7:Ages 15-19:Quintile 4 Female
525,aQuint5Fx_7,float,Attain grade 7:Ages 15-19:Richest quintile Female
526,aQuint12x_7,float,Attain grade 7:Ages 15-19:Quintiles 1&2
527,aQuint34x_7,float,Attain grade 7:Ages 15-19:Quintiles 3&4
528,aQuint12Mx_7,float,Attain grade 7:Ages 15-19:Quintiles 1&2 Male
529,aQuint34Mx_7,float,Attain grade 7:Ages 15-19:Quintiles 3&4 Male
530,aQuint12Fx_7,float,Attain grade 7:Ages 15-19:Quintiles 1&2 Female
531,aQuint34Fx_7,float,Attain grade 7:Ages 15-19:Quintiles 3&4 Female
532,aQuint12U_7,float,Attain grade 7: Ages 15-19: Quintiles 1&2 Urban
533,aQuint34U_7,float,Attain grade 7: Ages 15-19: Quintiles 3&4 Urban
534,aQuint12R_7,float,Attain grade 7: Ages 15-19: Quintiles 1&2 Rural
535,aQuint34R_7,float,Attain grade 7: Ages 15-19: Quintiles 3&4 Rural
536,aQuint12Ux_7,float,Attain grade 7: Ages 15-19: Quintiles 1&2 Urban
537,aQuint34Ux_7,float,Attain grade 7: Ages 15-19: Quintiles 3&4 Urban
538,aQuint12Rx_7,float,Attain grade 7: Ages 15-19: Quintiles 1&2 Rural
539,aQuint34Rx_7,float,Attain grade 7: Ages 15-19: Quintiles 3&4 Rural
540,aQuint1U_7,float,Attain grade 7: Ages 15-19: Quintile 1 Urban
541,aQuint2U_7,float,Attain grade 7: Ages 15-19: Quintile 2 Urban
542,aQuint3U_7,float,Attain grade 7: Ages 15-19: Quintile 3 Urban
543,aQuint4U_7,float,Attain grade 7: Ages 15-19: Quintile 4 Urban
544,aQuint5U_7,float,Attain grade 7: Ages 15-19: Quintile 5 Urban
545,aQuint1R_7,float,Attain grade 7: Ages 15-19: Quintile 1 Rural
546,aQuint2R_7,float,Attain grade 7: Ages 15-19: Quintile 2 Rural
547,aQuint3R_7,float,Attain grade 7: Ages 15-19: Quintile 3 Rural
548,aQuint4R_7,float,Attain grade 7: Ages 15-19: Quintile 4 Rural
549,aQuint5R_7,float,Attain grade 7: Ages 15-19: Quintile 5 Rural
550,aQuint1Ux_7,float,Attain grade 7: Ages 15-19: Quintile 1 Urban
551,aQuint2Ux_7,float,Attain grade 7: Ages 15-19: Quintile 2 Urban
552,aQuint3Ux_7,float,Attain grade 7: Ages 15-19: Quintile 3 Urban
553,aQuint4Ux_7,float,Attain grade 7: Ages 15-19: Quintile 4 Urban
554,aQuint5Ux_7,float,Attain grade 7: Ages 15-19: Quintile 5 Urban
555,aQuint1Rx_7,float,Attain grade 7: Ages 15-19: Quintile 1 Rural
556,aQuint2Rx_7,float,Attain grade 7: Ages 15-19: Quintile 2 Rural
557,aQuint3Rx_7,float,Attain grade 7: Ages 15-19: Quintile 3 Rural
558,aQuint4Rx_7,float,Attain grade 7: Ages 15-19: Quintile 4 Rural
559,aQuint5Rx_7,float,Attain grade 7: Ages 15-19: Quintile 5 Rural
560,aAll_8,float,Attain grade 8:Ages 15-19:All
561,aUrban_8,float,Attain grade 8:Ages 15-19:Urban
562,aRural_8,float,Attain grade 8:Ages 15-19:Rural
563,aMale_8,float,Attain grade 8:Ages 15-19:Male
564,aFemale_8,float,Attain grade 8:Ages 15-19:Female
565,aMalUrb_8,float,Attain grade 8:Ages 15-19:Male Urban
566,aMalRur_8,float,Attain grade 8:Ages 15-19:Male Rural
567,aFemUrb_8,float,Attain grade 8:Ages 15-19:Female Urban
568,aFemRur_8,float,Attain grade 8:Ages 15-19:Female Rural
569,aQuint1_8,float,Attain grade 8:Ages 15-19:Poorest quintile
570,aQuint2_8,float,Attain grade 8:Ages 15-19:Quintile 2
571,aQuint3_8,float,Attain grade 8:Ages 15-19:Quintile 3
572,aQuint4_8,float,Attain grade 8:Ages 15-19:Quintile 4
573,aQuint5_8,float,Attain grade 8:Ages 15-19:Richest quintile
574,aQuint1M_8,float,Attain grade 8:Ages 15-19:Poorest quintile Male
575,aQuint2M_8,float,Attain grade 8:Ages 15-19:Quintile 2 Male
576,aQuint3M_8,float,Attain grade 8:Ages 15-19:Quintile 3 Male
577,aQuint4M_8,float,Attain grade 8:Ages 15-19:Quintile 4 Male
578,aQuint5M_8,float,Attain grade 8:Ages 15-19:Richest quintile Male
579,aQuint1F_8,float,Attain grade 8:Ages 15-19:Poorest quintile Female
580,aQuint2F_8,float,Attain grade 8:Ages 15-19:Quintile 2 Female
581,aQuint3F_8,float,Attain grade 8:Ages 15-19:Quintile 3 Female
582,aQuint4F_8,float,Attain grade 8:Ages 15-19:Quintile 4 Female
583,aQuint5F_8,float,Attain grade 8:Ages 15-19:Richest quintile Female
584,aQuint12_8,float,Attain grade 8:Ages 15-19:Quintiles 1&2
585,aQuint34_8,float,Attain grade 8:Ages 15-19:Quintiles 3&4
586,aQuint12M_8,float,Attain grade 8:Ages 15-19:Quintiles 1&2 Male
587,aQuint34M_8,float,Attain grade 8:Ages 15-19:Quintiles 3&4 Male
588,aQuint12F_8,float,Attain grade 8:Ages 15-19:Quintiles 1&2 Female
589,aQuint34F_8,float,Attain grade 8:Ages 15-19:Quintiles 3&4 Female
590,aQuint1x_8,float,Attain grade 8:Ages 15-19:Poorest quintile
591,aQuint2x_8,float,Attain grade 8:Ages 15-19:Quintile 2
592,aQuint3x_8,float,Attain grade 8:Ages 15-19:Quintile 3
593,aQuint4x_8,float,Attain grade 8:Ages 15-19:Quintile 4
594,aQuint5x_8,float,Attain grade 8:Ages 15-19:Richest quintile
595,aQuint1Mx_8,float,Attain grade 8:Ages 15-19:Poorest quintile Male
596,aQuint2Mx_8,float,Attain grade 8:Ages 15-19:Quintile 2 Male
597,aQuint3Mx_8,float,Attain grade 8:Ages 15-19:Quintile 3 Male
598,aQuint4Mx_8,float,Attain grade 8:Ages 15-19:Quintile 4 Male
599,aQuint5Mx_8,float,Attain grade 8:Ages 15-19:Richest quintile Male
600,aQuint1Fx_8,float,Attain grade 8:Ages 15-19:Poorest quintile Female
601,aQuint2Fx_8,float,Attain grade 8:Ages 15-19:Quintile 2 Female
602,aQuint3Fx_8,float,Attain grade 8:Ages 15-19:Quintile 3 Female
603,aQuint4Fx_8,float,Attain grade 8:Ages 15-19:Quintile 4 Female
604,aQuint5Fx_8,float,Attain grade 8:Ages 15-19:Richest quintile Female
605,aQuint12x_8,float,Attain grade 8:Ages 15-19:Quintiles 1&2
606,aQuint34x_8,float,Attain grade 8:Ages 15-19:Quintiles 3&4
607,aQuint12Mx_8,float,Attain grade 8:Ages 15-19:Quintiles 1&2 Male
608,aQuint34Mx_8,float,Attain grade 8:Ages 15-19:Quintiles 3&4 Male
609,aQuint12Fx_8,float,Attain grade 8:Ages 15-19:Quintiles 1&2 Female
610,aQuint34Fx_8,float,Attain grade 8:Ages 15-19:Quintiles 3&4 Female
611,aQuint12U_8,float,Attain grade 8: Ages 15-19: Quintiles 1&2 Urban
612,aQuint34U_8,float,Attain grade 8: Ages 15-19: Quintiles 3&4 Urban
613,aQuint12R_8,float,Attain grade 8: Ages 15-19: Quintiles 1&2 Rural
614,aQuint34R_8,float,Attain grade 8: Ages 15-19: Quintiles 3&4 Rural
615,aQuint12Ux_8,float,Attain grade 8: Ages 15-19: Quintiles 1&2 Urban
616,aQuint34Ux_8,float,Attain grade 8: Ages 15-19: Quintiles 3&4 Urban
617,aQuint12Rx_8,float,Attain grade 8: Ages 15-19: Quintiles 1&2 Rural
618,aQuint34Rx_8,float,Attain grade 8: Ages 15-19: Quintiles 3&4 Rural
619,aQuint1U_8,float,Attain grade 8: Ages 15-19: Quintile 1 Urban
620,aQuint2U_8,float,Attain grade 8: Ages 15-19: Quintile 2 Urban
621,aQuint3U_8,float,Attain grade 8: Ages 15-19: Quintile 3 Urban
622,aQuint4U_8,float,Attain grade 8: Ages 15-19: Quintile 4 Urban
623,aQuint5U_8,float,Attain grade 8: Ages 15-19: Quintile 5 Urban
624,aQuint1R_8,float,Attain grade 8: Ages 15-19: Quintile 1 Rural
625,aQuint2R_8,float,Attain grade 8: Ages 15-19: Quintile 2 Rural
626,aQuint3R_8,float,Attain grade 8: Ages 15-19: Quintile 3 Rural
627,aQuint4R_8,float,Attain grade 8: Ages 15-19: Quintile 4 Rural
628,aQuint5R_8,float,Attain grade 8: Ages 15-19: Quintile 5 Rural
629,aQuint1Ux_8,float,Attain grade 8: Ages 15-19: Quintile 1 Urban
630,aQuint2Ux_8,float,Attain grade 8: Ages 15-19: Quintile 2 Urban
631,aQuint3Ux_8,float,Attain grade 8: Ages 15-19: Quintile 3 Urban
632,aQuint4Ux_8,float,Attain grade 8: Ages 15-19: Quintile 4 Urban
633,aQuint5Ux_8,float,Attain grade 8: Ages 15-19: Quintile 5 Urban
634,aQuint1Rx_8,float,Attain grade 8: Ages 15-19: Quintile 1 Rural
635,aQuint2Rx_8,float,Attain grade 8: Ages 15-19: Quintile 2 Rural
636,aQuint3Rx_8,float,Attain grade 8: Ages 15-19: Quintile 3 Rural
637,aQuint4Rx_8,float,Attain grade 8: Ages 15-19: Quintile 4 Rural
638,aQuint5Rx_8,float,Attain grade 8: Ages 15-19: Quintile 5 Rural
639,aAll_9,float,Attain grade 9:Ages 15-19:All
640,aUrban_9,float,Attain grade 9:Ages 15-19:Urban
641,aRural_9,float,Attain grade 9:Ages 15-19:Rural
642,aMale_9,float,Attain grade 9:Ages 15-19:Male
643,aFemale_9,float,Attain grade 9:Ages 15-19:Female
644,aMalUrb_9,float,Attain grade 9:Ages 15-19:Male Urban
645,aMalRur_9,float,Attain grade 9:Ages 15-19:Male Rural
646,aFemUrb_9,float,Attain grade 9:Ages 15-19:Female Urban
647,aFemRur_9,float,Attain grade 9:Ages 15-19:Female Rural
648,aQuint1_9,float,Attain grade 9:Ages 15-19:Poorest quintile
649,aQuint2_9,float,Attain grade 9:Ages 15-19:Quintile 2
650,aQuint3_9,float,Attain grade 9:Ages 15-19:Quintile 3
651,aQuint4_9,float,Attain grade 9:Ages 15-19:Quintile 4
652,aQuint5_9,float,Attain grade 9:Ages 15-19:Richest quintile
653,aQuint1M_9,float,Attain grade 9:Ages 15-19:Poorest quintile Male
654,aQuint2M_9,float,Attain grade 9:Ages 15-19:Quintile 2 Male
655,aQuint3M_9,float,Attain grade 9:Ages 15-19:Quintile 3 Male
656,aQuint4M_9,float,Attain grade 9:Ages 15-19:Quintile 4 Male
657,aQuint5M_9,float,Attain grade 9:Ages 15-19:Richest quintile Male
658,aQuint1F_9,float,Attain grade 9:Ages 15-19:Poorest quintile Female
659,aQuint2F_9,float,Attain grade 9:Ages 15-19:Quintile 2 Female
660,aQuint3F_9,float,Attain grade 9:Ages 15-19:Quintile 3 Female
661,aQuint4F_9,float,Attain grade 9:Ages 15-19:Quintile 4 Female
662,aQuint5F_9,float,Attain grade 9:Ages 15-19:Richest quintile Female
663,aQuint12_9,float,Attain grade 9:Ages 15-19:Quintiles 1&2
664,aQuint34_9,float,Attain grade 9:Ages 15-19:Quintiles 3&4
665,aQuint12M_9,float,Attain grade 9:Ages 15-19:Quintiles 1&2 Male
666,aQuint34M_9,float,Attain grade 9:Ages 15-19:Quintiles 3&4 Male
667,aQuint12F_9,float,Attain grade 9:Ages 15-19:Quintiles 1&2 Female
668,aQuint34F_9,float,Attain grade 9:Ages 15-19:Quintiles 3&4 Female
669,aQuint1x_9,float,Attain grade 9:Ages 15-19:Poorest quintile
670,aQuint2x_9,float,Attain grade 9:Ages 15-19:Quintile 2
671,aQuint3x_9,float,Attain grade 9:Ages 15-19:Quintile 3
672,aQuint4x_9,float,Attain grade 9:Ages 15-19:Quintile 4
673,aQuint5x_9,float,Attain grade 9:Ages 15-19:Richest quintile
674,aQuint1Mx_9,float,Attain grade 9:Ages 15-19:Poorest quintile Male
675,aQuint2Mx_9,float,Attain grade 9:Ages 15-19:Quintile 2 Male
676,aQuint3Mx_9,float,Attain grade 9:Ages 15-19:Quintile 3 Male
677,aQuint4Mx_9,float,Attain grade 9:Ages 15-19:Quintile 4 Male
678,aQuint5Mx_9,float,Attain grade 9:Ages 15-19:Richest quintile Male
679,aQuint1Fx_9,float,Attain grade 9:Ages 15-19:Poorest quintile Female
680,aQuint2Fx_9,float,Attain grade 9:Ages 15-19:Quintile 2 Female
681,aQuint3Fx_9,float,Attain grade 9:Ages 15-19:Quintile 3 Female
682,aQuint4Fx_9,float,Attain grade 9:Ages 15-19:Quintile 4 Female
683,aQuint5Fx_9,float,Attain grade 9:Ages 15-19:Richest quintile Female
684,aQuint12x_9,float,Attain grade 9:Ages 15-19:Quintiles 1&2
685,aQuint34x_9,float,Attain grade 9:Ages 15-19:Quintiles 3&4
686,aQuint12Mx_9,float,Attain grade 9:Ages 15-19:Quintiles 1&2 Male
687,aQuint34Mx_9,float,Attain grade 9:Ages 15-19:Quintiles 3&4 Male
688,aQuint12Fx_9,float,Attain grade 9:Ages 15-19:Quintiles 1&2 Female
689,aQuint34Fx_9,float,Attain grade 9:Ages 15-19:Quintiles 3&4 Female
690,aQuint12U_9,float,Attain grade 9: Ages 15-19: Quintiles 1&2 Urban
